peptide,1,2,3,4,5
DiSul-21,4427.05,2214.03,1476.36,1107.52,886.22
SG-CHH-pyro-Q-reduced,4427.09,2214.05,1476.37,1107.53,886.22
DiSul-21,4428.04,2214.52,1476.68,1107.77,886.41
DiSul-18,4433.06,2217.03,1478.36,1109.02,887.42
DiSul-21,4433.97,2217.49,1478.66,1109.25,887.6
DiSul-18,4434.04,2217.52,1478.69,1109.27,887.61
DiSul-11,4434.04,2217.52,1478.69,1109.27,887.61
DiSul-29,4434.1,2217.55,1478.7,1109.28,887.63
DiSul-21,4434.95,2217.98,1478.99,1109.49,887.8
DiSul-19,4438.02,2219.51,1480.01,1110.26,888.41
PO-CHH-reduced,4440.02,2220.51,1480.68,1110.76,888.81
PO-CHH-reduced,4441,2221,1481.01,1111.01,889.01
SG-CHH-pyro-Q-reduced,4442.97,2221.99,1481.66,1111.5,889.4
DiSul-29,4444.08,2222.54,1482.03,1111.78,889.62
DiSul-2,4444.18,2222.59,1482.06,1111.8,889.64
DiSul-21,4445.06,2223.04,1482.36,1112.02,889.82
DiSul-2,4445.16,2223.08,1482.39,1112.05,889.84
DiSul-18,4451.07,2226.04,1484.36,1113.52,891.02
DiSul-21,4451.98,2226.49,1484.67,1113.75,891.2
SG-CHH-pyro-Q-reduced,4452.95,2226.98,1484.99,1113.99,891.4
SG-CHH-pyro-Q-reduced,4453.94,2227.47,1485.32,1114.24,891.59
DiSul-1,4457.23,2229.12,1486.41,1115.06,892.25
PO-CHH-reduced,4458.03,2229.52,1486.68,1115.26,892.41
DiSul-3,4458.14,2229.57,1486.72,1115.29,892.43
DiSul-1,4458.21,2229.61,1486.74,1115.31,892.45
DiSul-3,4459.03,2230.02,1487.01,1115.51,892.61
DiSul-3,4459.12,2230.07,1487.05,1115.54,892.63
SG-CHH-reduced,4460,2230.5,1487.34,1115.75,892.81
DiSul-29,4462.09,2231.55,1488.04,1116.28,893.22
DiSul-2,4462.19,2231.6,1488.07,1116.3,893.24
SG-CHH-reduced,4469.98,2235.49,1490.67,1118.25,894.8
SG-CHH-pyro-Q-reduced,4470.96,2235.99,1490.99,1118.5,895
DiSul-5,4472.07,2236.54,1491.36,1118.77,895.22
DiSul-1,4472.99,2237,1491.67,1119,895.4
DiSul-1,4475.24,2238.12,1492.42,1119.57,895.85
DiSul-3,4476.05,2238.53,1492.69,1119.77,896.02
DiSul-3,4476.15,2238.58,1492.72,1119.79,896.04
DiSul-3,4486.04,2243.52,1496.02,1122.26,898.01
DiSul-3,4487.02,2244.01,1496.35,1122.51,898.21
SG-CHH-reduced,4487.99,2244.5,1496.67,1122.75,898.4
DiSul-17,4488.16,2244.59,1496.73,1122.8,898.44
DiSul-5,4489.1,2245.05,1497.04,1123.03,898.63
DiSul-17,4489.15,2245.08,1497.05,1123.04,898.64
DiSul-1,4490.01,2245.51,1497.34,1123.26,898.81
DiSul-11,4493.08,2247.04,1498.36,1124.03,899.42
DiSul-5,4499.09,2250.05,1500.37,1125.53,900.62
DiSul-1,4500,2250.5,1500.67,1125.76,900.81
DiSul-5,4500.07,2250.54,1500.7,1125.77,900.82
DiSul-1,4500.98,2250.99,1501,1126,901
DiSul-19,4501.04,2251.02,1501.02,1126.01,901.01
DiSul-11,4503.06,2252.04,1501.69,1126.52,901.42
DiSul-3,4504.05,2252.53,1502.02,1126.77,901.62
DiSul-13,4506.13,2253.57,1502.71,1127.29,902.03
DiSul-17,4506.18,2253.59,1502.73,1127.3,902.04
DiSul-9,4507.04,2254.02,1503.02,1127.52,902.21
DiSul-21,4514.09,2257.55,1505.37,1129.28,903.62
DiSul-13,4516.11,2258.56,1506.04,1129.78,904.03
DiSul-9,4517.02,2259.02,1506.35,1130.01,904.21
DiSul-5,4517.1,2259.05,1506.37,1130.03,904.23
DiSul-1,4518.01,2259.51,1506.67,1130.26,904.41
DiSul-19,4518.06,2259.54,1506.69,1130.27,904.42
DiSul-21,4521,2261,1507.67,1131.01,905.01
DiSul-11,4521.07,2261.04,1507.7,1131.02,905.02
DiSul-21,4521.99,2261.5,1508,1131.25,905.2
PO-CHH-reduced,4527.05,2264.03,1509.69,1132.52,906.22
PO-CHH-reduced,4528.03,2264.52,1510.02,1132.76,906.41
DiSul-19,4528.05,2264.53,1510.02,1132.77,906.42
DiSul-19,4529.03,2265.02,1510.35,1133.01,906.61
DiSul-21,4531.11,2266.06,1511.04,1133.53,907.03
DiSul-19,4534.05,2267.53,1512.02,1134.27,907.62
DiSul-13,4534.12,2267.57,1512.05,1134.29,907.63
DiSul-19,4535.03,2268.02,1512.35,1134.51,907.81
DiSul-9,4535.04,2268.02,1512.35,1134.51,907.81
DiSul-27,4535.09,2268.05,1512.37,1134.53,907.82
DiSul-21,4539.01,2270.01,1513.68,1135.51,908.61
DiSul-21,4541.1,2271.05,1514.37,1136.03,909.03
DiSul-21,4542.08,2271.54,1514.7,1136.28,909.22
PO-CHH-reduced,4545.06,2273.03,1515.69,1137.02,909.82
DiSul-27,4545.07,2273.04,1515.7,1137.02,909.82
DiSul-3,4545.17,2273.09,1515.73,1137.05,909.84
DiSul-19,4546.06,2273.53,1516.02,1137.27,910.02
DiSul-3,4546.16,2273.58,1516.06,1137.29,910.04
DiSul-29,4548.14,2274.57,1516.72,1137.79,910.43
DiSul-19,4552.06,2276.53,1518.03,1138.77,911.22
DiSul-29,4558.12,2279.57,1520.05,1140.29,912.43
DiSul-2,4558.22,2279.61,1520.08,1140.31,912.45
DiSul-21,4559.11,2280.06,1520.37,1140.53,912.63
DiSul-5,4559.13,2280.07,1520.38,1140.54,912.63
DiSul-2,4559.21,2280.11,1520.41,1140.56,912.65
DiSul-1,4560.02,2280.51,1520.68,1140.76,912.81
DiSul-5,4560.12,2280.56,1520.71,1140.79,912.83
DiSul-27,4563.08,2282.05,1521.7,1141.53,913.42
DiSul-3,4563.18,2282.1,1521.73,1141.55,913.44
SG-CHH-pyro-Q-reduced,4565.18,2283.09,1522.4,1142.05,913.84
SG-CHH-pyro-Q-reduced,4566.16,2283.59,1522.73,1142.3,914.04
DiSul-3,4573.07,2287.04,1525.03,1144.02,915.42
DiSul-29,4576.13,2288.57,1526.05,1144.79,916.03
DiSul-2,4576.23,2288.62,1526.08,1144.81,916.05
DiSul-1,4577.05,2289.03,1526.35,1145.02,916.22
DiSul-5,4577.14,2289.08,1526.39,1145.04,916.24
SG-CHH-pyro-Q-reduced,4582.04,2291.53,1528.02,1146.27,917.21
SG-CHH-pyro-Q-reduced,4583.19,2292.1,1528.4,1146.55,917.44
DiSul-1,4587.03,2294.02,1529.68,1147.51,918.21
DiSul-1,4588.01,2294.51,1530.01,1147.76,918.41
DiSul-18,4589.16,2295.08,1530.39,1148.05,918.64
DiSul-3,4590.1,2295.55,1530.7,1148.28,918.83
DiSul-18,4590.14,2295.57,1530.72,1148.29,918.83
DiSul-9,4594.07,2297.54,1532.03,1149.27,919.62
SG-CHH-pyro-Q-reduced,4599.07,2300.04,1533.7,1150.52,920.62
DiSul-3,4600.08,2300.54,1534.03,1150.78,920.82
DiSul-3,4601.06,2301.04,1534.36,1151.02,921.02
DiSul-17,4602.03,2301.52,1534.68,1151.26,921.21
DiSul-9,4604.06,2302.53,1535.36,1151.77,921.62
DiSul-1,4605.04,2303.02,1535.69,1152.02,921.81
DiSul-11,4607.12,2304.06,1536.38,1152.54,922.23
DiSul-18,4607.17,2304.09,1536.39,1152.55,922.24
SG-CHH-pyro-Q-reduced,4609.05,2305.03,1537.02,1153.02,922.62
SG-CHH-pyro-Q-reduced,4610.04,2305.52,1537.35,1153.27,922.81
DiSul-1,4613.33,2307.17,1538.45,1154.09,923.47
DiSul-1,4614.31,2307.66,1538.78,1154.33,923.67
DiSul-19,4615.08,2308.04,1539.03,1154.53,923.82
SG-CHH-reduced,4616.1,2308.55,1539.37,1154.78,924.03
DiSul-11,4617.11,2309.06,1539.71,1155.03,924.23
DiSul-3,4618.09,2309.55,1540.04,1155.28,924.42
DiSul-17,4619.06,2310.03,1540.36,1155.52,924.62
DiSul-9,4622.07,2311.54,1541.36,1156.27,925.22
SG-CHH-reduced,4626.08,2313.54,1542.7,1157.28,926.02
SG-CHH-pyro-Q-reduced,4627.06,2314.04,1543.03,1157.52,926.22
DiSul-17,4629.04,2315.02,1543.69,1158.02,926.61
DiSul-17,4630.02,2315.52,1544.01,1158.26,926.81
DiSul-1,4631.34,2316.17,1544.45,1158.59,927.07
DiSul-19,4632.11,2316.56,1544.71,1158.78,927.23
DiSul-21,4635.04,2318.03,1545.69,1159.52,927.82
DiSul-11,4635.12,2318.06,1545.71,1159.53,927.83
DiSul-21,4636.03,2318.52,1546.01,1159.76,928.01
DiSul-25,4636.08,2318.55,1546.03,1159.78,928.02
PO-CHH-reduced,4641.09,2321.05,1547.7,1161.03,929.02
PO-CHH-reduced,4642.08,2321.54,1548.03,1161.27,929.22
DiSul-19,4642.09,2321.55,1548.04,1161.28,929.22
DiSul-19,4643.07,2322.04,1548.36,1161.52,929.42
SG-CHH-reduced,4644.09,2322.55,1548.7,1161.78,929.62
DiSul-25,4646.07,2323.54,1549.36,1162.27,930.02
DiSul-5,4646.17,2323.59,1549.39,1162.3,930.04
DiSul-17,4647.05,2324.03,1549.69,1162.52,930.22
DiSul-5,4647.15,2324.08,1549.72,1162.54,930.24
DiSul-27,4649.13,2325.07,1550.38,1163.04,930.63
DiSul-17,4651.23,2326.12,1551.08,1163.56,931.05
DiSul-17,4652.21,2326.61,1551.41,1163.81,931.25
SG-CHH-pyro-Q-reduced,4652.21,2326.61,1551.41,1163.81,931.25
DiSul-21,4653.05,2327.03,1551.69,1164.02,931.42
SG-CHH-pyro-Q-reduced,4653.2,2327.1,1551.74,1164.05,931.45
PO-CHH-reduced,4659.1,2330.05,1553.71,1165.53,932.63
DiSul-27,4659.12,2330.06,1553.71,1165.53,932.63
DiSul-3,4659.21,2330.11,1553.74,1165.56,932.65
DiSul-19,4660.1,2330.55,1554.04,1165.78,932.83
DiSul-3,4660.2,2330.6,1554.07,1165.81,932.85
DiSul-25,4664.08,2332.54,1555.36,1166.78,933.62
DiSul-5,4664.18,2332.59,1555.4,1166.8,933.64
SG-CHH-pyro-Q-reduced,4669.08,2335.04,1557.03,1168.02,934.62
DiSul-17,4669.24,2335.12,1557.08,1168.07,934.65
SG-CHH-pyro-Q-reduced,4670.22,2335.62,1557.41,1168.31,934.85
DiSul-1,4674.06,2337.53,1558.69,1169.27,935.62
DiSul-27,4677.13,2339.07,1559.71,1170.04,936.23
DiSul-3,4677.23,2339.12,1559.75,1170.06,936.25
SG-CHH-pyro-Q-reduced,4686.1,2343.55,1562.71,1172.28,938.03
DiSul-19,4690.15,2345.58,1564.06,1173.29,938.84
DiSul-1,4691.09,2346.05,1564.37,1173.53,939.02
DiSul-19,4691.14,2346.07,1564.38,1173.54,939.03
SG-CHH-pyro-Q-reduced,4696.09,2348.55,1566.03,1174.78,940.02
SG-CHH-pyro-Q-reduced,4697.07,2349.04,1566.36,1175.02,940.22
DiSul-1,4701.07,2351.04,1567.7,1176.02,941.02
DiSul-1,4702.06,2351.53,1568.02,1176.27,941.22
SG-CHH-reduced,4703.13,2352.07,1568.38,1176.54,941.43
DiSul-9,4708.12,2354.56,1570.04,1177.78,942.43
DiSul-19,4708.16,2354.59,1570.06,1177.8,942.44
PO-CHH-pyro-Q-reduced,4711.09,2356.05,1571.03,1178.53,943.02
SG-CHH-reduced,4713.11,2357.06,1571.71,1179.03,943.43
SG-CHH-pyro-Q-reduced,4714.1,2357.55,1572.04,1179.28,943.63
DiSul-2,4714.32,2357.66,1572.11,1179.34,943.67
DiSul-2,4715.31,2358.16,1572.44,1179.58,943.87
DiSul-17,4716.07,2358.54,1572.7,1179.77,944.02
DiSul-9,4718.1,2359.55,1573.37,1180.28,944.43
DiSul-1,4719.08,2360.05,1573.7,1180.53,944.62
PO-CHH-reduced,4728.11,2364.56,1576.71,1182.78,946.43
SG-CHH-reduced,4731.12,2366.07,1577.71,1183.54,947.03
DiSul-2,4732.33,2366.67,1578.12,1183.84,947.27
DiSul-17,4733.1,2367.05,1578.37,1184.03,947.43
DiSul-9,4736.11,2368.56,1579.38,1184.78,948.03
DiSul-3,4736.13,2368.57,1579.38,1184.79,948.03
PO-CHH-pyro-Q-reduced,4738.1,2369.55,1580.04,1185.28,948.43
PO-CHH-pyro-Q-reduced,4739.08,2370.04,1580.37,1185.53,948.62
DiSul-17,4743.08,2372.05,1581.7,1186.53,949.42
DiSul-17,4744.07,2372.54,1582.03,1186.77,949.62
PO-CHH-reduced,4745.14,2373.07,1582.38,1187.04,949.83
DiSul-25,4750.13,2375.57,1584.05,1188.29,950.83
DiSul-18,4752.22,2376.61,1584.75,1188.81,951.25
DiSul-3,4753.16,2377.08,1585.06,1189.05,951.44
DiSul-18,4753.21,2377.11,1585.07,1189.06,951.45
PO-CHH-reduced,4755.12,2378.07,1585.71,1189.54,951.83
PO-CHH-reduced,4756.11,2378.56,1586.04,1189.78,952.03
DiSul-25,4760.11,2380.56,1587.38,1190.78,952.83
DiSul-5,4760.21,2380.61,1587.41,1190.81,952.85
DiSul-17,4761.09,2381.05,1587.7,1191.03,953.03
DiSul-5,4761.19,2381.1,1587.74,1191.05,953.04
DiSul-19,4762.15,2381.58,1588.05,1191.29,953.24
DiSul-3,4763.14,2382.08,1588.39,1191.54,953.43
DiSul-3,4764.13,2382.57,1588.71,1191.79,953.63
DiSul-17,4764.31,2382.66,1588.78,1191.83,953.67
DiSul-17,4765.3,2383.15,1589.1,1192.08,953.87
SG-CHH-pyro-Q-reduced,4766.26,2383.63,1589.42,1192.32,954.06
SG-CHH-pyro-Q-reduced,4767.24,2384.12,1589.75,1192.57,954.25
DiSul-11,4770.18,2385.6,1590.73,1193.3,954.84
DiSul-18,4770.23,2385.62,1590.75,1193.31,954.85
PO-CHH-reduced,4773.13,2387.07,1591.72,1194.04,955.43
DiSul-1,4776.39,2388.7,1592.8,1194.85,956.08
DiSul-1,4777.38,2389.19,1593.13,1195.1,956.28
DiSul-25,4778.12,2389.56,1593.38,1195.29,956.43
DiSul-5,4778.22,2389.61,1593.41,1195.31,956.45
DiSul-19,4779.17,2390.09,1593.73,1195.55,956.64
DiSul-11,4780.17,2390.59,1594.06,1195.8,956.84
DiSul-3,4781.15,2391.08,1594.39,1196.04,957.04
DiSul-17,4782.32,2391.67,1594.78,1196.34,957.27
SG-CHH-pyro-Q-reduced,4783.12,2392.06,1595.04,1196.54,957.43
SG-CHH-pyro-Q-reduced,4784.27,2392.64,1595.43,1196.82,957.66
DiSul-19,4789.16,2395.08,1597.06,1198.05,958.64
DiSul-19,4790.14,2395.58,1597.39,1198.29,958.83
DiSul-21,4791.15,2396.08,1597.72,1198.54,959.04
DiSul-21,4792.13,2396.57,1598.05,1198.79,959.23
DiSul-1,4794.4,2397.71,1598.81,1199.36,959.69
DiSul-27,4796.2,2398.6,1599.41,1199.81,960.05
PO-CHH-reduced,4797.19,2399.1,1599.74,1200.05,960.24
PO-CHH-reduced,4798.18,2399.59,1600.06,1200.3,960.44
DiSul-11,4798.18,2399.59,1600.07,1200.3,960.44
SG-CHH-pyro-Q-reduced,4800.14,2400.58,1600.72,1200.79,960.84
DiSul-27,4806.18,2403.6,1602.73,1202.3,962.04
DiSul-19,4807.17,2404.09,1603.06,1202.55,962.24
DiSul-21,4809.16,2405.08,1603.72,1203.04,962.64
SG-CHH-pyro-Q-reduced,4810.13,2405.57,1604.05,1203.29,962.83
SG-CHH-pyro-Q-reduced,4811.11,2406.06,1604.38,1203.53,963.03
PO-CHH-reduced,4815.2,2408.11,1605.74,1204.56,963.85
DiSul-3,4815.32,2408.16,1605.78,1204.58,963.87
DiSul-3,4816.3,2408.65,1606.11,1204.83,964.07
SG-CHH-reduced,4817.17,2409.09,1606.4,1205.05,964.24
DiSul-3,4823.16,2412.09,1608.39,1206.55,965.44
DiSul-27,4824.2,2412.6,1608.74,1206.8,965.65
PO-CHH-pyro-Q-reduced,4825.13,2413.07,1609.05,1207.04,965.83
SG-CHH-reduced,4827.16,2414.08,1609.72,1207.54,966.24
SG-CHH-pyro-Q-reduced,4828.14,2414.57,1610.05,1207.79,966.43
DiSul-3,4833.33,2417.17,1611.78,1209.09,967.47
DiSul-1,4837.13,2419.07,1613.05,1210.04,968.23
DiSul-3,4840.19,2420.6,1614.07,1210.8,968.84
PO-CHH-reduced,4842.16,2421.58,1614.72,1211.29,969.24
SG-CHH-reduced,4845.17,2423.09,1615.73,1212.05,969.84
DiSul-3,4850.17,2425.59,1617.4,1213.3,970.84
DiSul-3,4851.16,2426.08,1617.72,1213.55,971.04
PO-CHH-pyro-Q-reduced,4852.14,2426.57,1618.05,1213.79,971.23
PO-CHH-pyro-Q-reduced,4853.12,2427.07,1618.38,1214.04,971.43
DiSul-19,4853.22,2427.11,1618.41,1214.06,971.45
DiSul-1,4854.15,2427.58,1618.72,1214.29,971.64
DiSul-19,4854.2,2427.6,1618.74,1214.31,971.65
DiSul-11,4857.22,2429.11,1619.74,1215.06,972.25
PO-CHH-reduced,4859.18,2430.09,1620.4,1215.55,972.64
DiSul-17,4863.14,2432.07,1621.72,1216.54,973.43
DiSul-1,4864.14,2432.57,1622.05,1216.79,973.63
DiSul-1,4865.12,2433.06,1622.38,1217.04,973.83
DiSul-18,4865.31,2433.16,1622.44,1217.08,973.87
DiSul-18,4866.29,2433.65,1622.77,1217.33,974.06
DiSul-11,4867.2,2434.1,1623.07,1217.56,974.25
DiSul-3,4868.19,2434.6,1623.4,1217.8,974.44
PO-CHH-reduced,4869.17,2435.09,1623.73,1218.05,974.64
PO-CHH-reduced,4870.15,2435.58,1624.06,1218.29,974.84
DiSul-9,4871.18,2436.09,1624.4,1218.55,975.04
DiSul-19,4871.23,2436.12,1624.41,1218.56,975.05
DiSul-19,4877.17,2439.09,1626.4,1220.05,976.24
DiSul-2,4877.39,2439.2,1626.47,1220.1,976.28
DiSul-17,4878.35,2439.68,1626.79,1220.34,976.48
DiSul-2,4878.37,2439.69,1626.8,1220.35,976.48
DiSul-17,4879.34,2440.17,1627.12,1220.59,976.67
DiSul-17,4880.17,2440.59,1627.39,1220.8,976.84
DiSul-9,4881.16,2441.09,1627.73,1221.05,977.04
DiSul-1,4882.15,2441.58,1628.05,1221.29,977.24
DiSul-18,4883.32,2442.16,1628.44,1221.58,977.47
DiSul-11,4885.21,2443.11,1629.08,1222.06,977.85
SG-CHH-pyro-Q-reduced,4886.13,2443.57,1629.38,1222.29,978.03
PO-CHH-reduced,4887.18,2444.09,1629.73,1222.55,978.24
DiSul-1,4889.48,2445.24,1630.5,1223.12,978.7
DiSul-17,4890.15,2445.58,1630.72,1223.29,978.84
DiSul-1,4890.46,2445.73,1630.83,1223.37,978.9
DiSul-17,4891.14,2446.07,1631.05,1223.54,979.03
DiSul-19,4894.2,2447.6,1632.07,1224.31,979.65
DiSul-2,4895.4,2448.2,1632.47,1224.6,979.89
DiSul-17,4896.37,2448.69,1632.79,1224.85,980.08
DiSul-25,4897.19,2449.1,1633.07,1225.05,980.25
DiSul-9,4899.17,2450.09,1633.73,1225.55,980.64
SG-CHH-pyro-Q-reduced,4903.15,2452.08,1635.06,1226.54,981.44
DiSul-19,4904.19,2452.6,1635.4,1226.8,981.64
DiSul-19,4905.17,2453.09,1635.73,1227.05,981.84
DiSul-25,4907.18,2454.09,1636.4,1227.55,982.24
DiSul-1,4907.49,2454.25,1636.5,1227.63,982.3
DiSul-17,4908.16,2454.59,1636.73,1227.8,982.44
DiSul-27,4911.23,2456.12,1637.75,1228.56,983.05
SG-CHH-pyro-Q-reduced,4913.14,2457.07,1638.38,1229.04,983.43
SG-CHH-pyro-Q-reduced,4914.12,2457.57,1638.71,1229.29,983.63
DiSul-5,4916.31,2458.66,1639.44,1229.83,984.07
DiSul-5,4917.29,2459.15,1639.77,1230.08,984.26
SG-CHH-reduced,4920.18,2460.59,1640.73,1230.8,984.84
DiSul-27,4921.21,2461.11,1641.08,1231.06,985.05
DiSul-19,4922.2,2461.6,1641.4,1231.3,985.25
SG-CHH-pyro-Q-reduced,4922.36,2461.68,1641.46,1231.34,985.28
SG-CHH-pyro-Q-reduced,4923.34,2462.17,1641.79,1231.59,985.47
DiSul-1,4924.16,2462.58,1642.06,1231.8,985.64
DiSul-25,4925.19,2463.1,1642.4,1232.05,985.84
PO-CHH-pyro-Q-reduced,4928.14,2464.57,1643.38,1232.79,986.43
SG-CHH-reduced,4930.16,2465.59,1644.06,1233.3,986.84
SG-CHH-pyro-Q-reduced,4931.15,2466.08,1644.39,1233.54,987.04
DiSul-5,4934.32,2467.66,1645.45,1234.34,987.67
DiSul-3,4937.21,2469.11,1646.41,1235.06,988.25
DiSul-27,4939.22,2470.12,1647.08,1235.56,988.65
SG-CHH-pyro-Q-reduced,4940.37,2470.69,1647.46,1235.85,988.88
DiSul-1,4941.18,2471.1,1647.73,1236.05,989.04
PO-CHH-reduced,4945.16,2473.09,1649.06,1237.05,989.84
SG-CHH-reduced,4948.18,2474.59,1650.06,1237.8,990.44
DiSul-1,4951.17,2476.09,1651.06,1238.55,991.04
DiSul-1,4952.15,2476.58,1651.39,1238.79,991.24
DiSul-21,4954.21,2477.61,1652.07,1239.31,991.65
DiSul-3,4954.23,2477.62,1652.08,1239.31,991.65
PO-CHH-pyro-Q-reduced,4955.15,2478.08,1652.39,1239.54,991.84
DiSul-21,4955.19,2478.1,1652.4,1239.55,991.84
PO-CHH-pyro-Q-reduced,4956.13,2478.57,1652.72,1239.79,992.03
DiSul-9,4958.21,2479.61,1653.41,1240.31,992.45
PO-CHH-reduced,4960.26,2480.63,1654.09,1240.82,992.86
PO-CHH-reduced,4961.24,2481.12,1654.42,1241.07,993.05
PO-CHH-reduced,4962.19,2481.6,1654.74,1241.3,993.24
DiSul-3,4964.22,2482.61,1655.41,1241.81,993.65
DiSul-3,4965.2,2483.1,1655.74,1242.06,993.85
DiSul-19,4966.3,2483.65,1656.1,1242.33,994.07
DiSul-19,4967.28,2484.15,1656.43,1242.58,994.26
DiSul-9,4968.19,2484.6,1656.74,1242.8,994.45
DiSul-1,4969.18,2485.09,1657.06,1243.05,994.64
DiSul-11,4971.26,2486.13,1657.76,1243.57,995.06
PO-CHH-reduced,4972.18,2486.59,1658.06,1243.8,995.24
DiSul-21,4972.22,2486.61,1658.08,1243.81,995.25
PO-CHH-reduced,4973.16,2487.08,1658.39,1244.05,995.44
DiSul-17,4978.17,2489.59,1660.06,1245.3,996.44
PO-CHH-reduced,4978.27,2489.64,1660.09,1245.32,996.46
DiSul-3,4978.38,2489.69,1660.13,1245.35,996.48
DiSul-18,4979.35,2490.18,1660.45,1245.59,996.68
DiSul-3,4979.36,2490.19,1660.46,1245.6,996.68
DiSul-18,4980.33,2490.67,1660.78,1245.84,996.87
DiSul-11,4981.24,2491.13,1661.09,1246.07,997.06
DiSul-3,4982.23,2491.62,1661.41,1246.31,997.25
DiSul-19,4984.31,2492.66,1662.11,1246.83,997.67
DiSul-9,4986.21,2493.61,1662.74,1247.31,998.05
PO-CHH-reduced,4990.19,2495.6,1664.07,1248.3,998.84
DiSul-2,4990.47,2495.74,1664.16,1248.37,998.9
DiSul-19,4991.22,2496.11,1664.41,1248.56,999.05
DiSul-2,4991.45,2496.23,1664.49,1248.62,999.1
DiSul-17,4995.19,2498.1,1665.74,1249.55,999.85
DiSul-3,4996.39,2498.7,1666.14,1249.85,1000.08
DiSul-18,4997.36,2499.18,1666.46,1250.1,1000.28
DiSul-11,4999.25,2500.13,1667.09,1250.57,1000.66
DiSul-1,5003.52,2502.26,1668.51,1251.64,1001.51
DiSul-1,5004.5,2502.76,1668.84,1251.88,1001.71
DiSul-17,5005.18,2503.09,1669.06,1252.05,1001.84
DiSul-17,5006.16,2503.59,1669.39,1252.3,1002.04
DiSul-19,5008.24,2504.63,1670.09,1252.82,1002.46
DiSul-2,5008.48,2504.74,1670.17,1252.88,1002.5
DiSul-25,5012.22,2506.61,1671.41,1253.81,1003.25
DiSul-19,5018.23,2509.62,1673.41,1255.31,1004.45
DiSul-19,5019.21,2510.11,1673.74,1255.56,1004.65
DiSul-1,5021.53,2511.27,1674.52,1256.14,1005.11
DiSul-25,5022.21,2511.61,1674.74,1256.31,1005.25
DiSul-17,5023.19,2512.1,1675.07,1256.55,1005.44
DiSul-27,5025.27,2513.14,1675.76,1257.07,1005.86
DiSul-27,5035.25,2518.13,1679.09,1259.57,1007.86
DiSul-19,5036.24,2518.62,1679.42,1259.82,1008.05
DiSul-1,5038.2,2519.6,1680.07,1260.31,1008.45
DiSul-25,5040.22,2520.61,1680.74,1260.81,1008.85
DiSul-17,5041.42,2521.21,1681.14,1261.11,1009.09
DiSul-17,5042.4,2521.71,1681.47,1261.36,1009.29
SG-CHH-pyro-Q-reduced,5049.19,2525.1,1683.74,1263.05,1010.64
DiSul-27,5053.27,2527.14,1685.09,1264.07,1011.46
DiSul-1,5055.23,2528.12,1685.75,1264.56,1011.85
DiSul-17,5059.43,2530.22,1687.15,1265.61,1012.69
DiSul-1,5065.21,2533.11,1689.08,1267.06,1013.85
DiSul-1,5066.2,2533.6,1689.4,1267.3,1014.05
SG-CHH-pyro-Q-reduced,5066.22,2533.61,1689.41,1267.31,1014.05
DiSul-21,5067.29,2534.15,1689.77,1267.58,1014.26
DiSul-3,5068.25,2534.63,1690.09,1267.82,1014.46
DiSul-21,5068.28,2534.64,1690.1,1267.83,1014.46
DiSul-9,5072.25,2536.63,1691.42,1268.82,1015.26
PO-CHH-reduced,5073.34,2537.17,1691.79,1269.09,1015.47
PO-CHH-reduced,5074.32,2537.67,1692.11,1269.34,1015.67
PO-CHH-pyro-Q-reduced,5075.21,2538.11,1692.41,1269.56,1015.85
SG-CHH-pyro-Q-reduced,5076.2,2538.6,1692.74,1269.81,1016.05
SG-CHH-pyro-Q-reduced,5077.19,2539.1,1693.07,1270.05,1016.24
DiSul-5,5079.37,2540.19,1693.8,1270.6,1016.68
DiSul-19,5080.34,2540.67,1694.12,1270.84,1016.87
DiSul-5,5080.36,2540.68,1694.12,1270.85,1016.88
DiSul-19,5081.33,2541.17,1694.45,1271.09,1017.07
DiSul-9,5082.24,2541.62,1694.75,1271.32,1017.25
DiSul-1,5083.22,2542.11,1695.08,1271.56,1017.45
SG-CHH-reduced,5083.24,2542.13,1695.09,1271.57,1017.46
DiSul-3,5085.27,2543.14,1695.76,1272.07,1017.86
DiSul-21,5085.3,2543.16,1695.77,1272.08,1017.87
SG-CHH-pyro-Q-reduced,5085.42,2543.21,1695.81,1272.11,1017.89
SG-CHH-pyro-Q-reduced,5086.4,2543.71,1696.14,1272.36,1018.09
PO-CHH-reduced,5091.35,2546.18,1697.79,1273.59,1019.08
DiSul-3,5091.46,2546.24,1697.83,1273.62,1019.1
DiSul-17,5092.21,2546.61,1698.08,1273.81,1019.25
PO-CHH-reduced,5092.23,2546.62,1698.08,1273.81,1019.25
DiSul-3,5092.45,2546.73,1698.15,1273.87,1019.3
SG-CHH-reduced,5093.23,2547.12,1698.41,1274.06,1019.45
SG-CHH-pyro-Q-reduced,5094.21,2547.61,1698.74,1274.31,1019.65
DiSul-3,5095.26,2548.13,1699.09,1274.57,1019.86
DiSul-3,5096.24,2548.62,1699.42,1274.82,1020.05
DiSul-5,5097.38,2549.2,1699.8,1275.1,1020.28
DiSul-19,5098.35,2549.68,1700.12,1275.34,1020.48
DiSul-9,5100.25,2550.63,1700.75,1275.82,1020.86
PO-CHH-pyro-Q-reduced,5102.22,2551.61,1701.41,1276.31,1021.25
DiSul-11,5102.3,2551.65,1701.44,1276.33,1021.27
PO-CHH-pyro-Q-reduced,5103.2,2552.1,1701.74,1276.56,1021.45
SG-CHH-pyro-Q-reduced,5103.43,2552.22,1701.82,1276.61,1021.49
