Species,1,2,3,4,5
PO-CHH,6859.9635,,,,
PO-CHH,6869.9478,,,,
PO-CHH,6870.9318,,,,
PO-CHH,6887.9584,,,,
PO-CHH,6939.9897,,,,
PO-CHH,6957.0162,,,,
PO-CHH,6967.0006,,,,
PO-CHH,6967.9846,,,,
PO-CHH,6985.0111,,,,
PO-CHH,6995.1482,,,,
PO-CHH,6996.1322,,,,
PO-CHH,7013.1588,,,,
PO-CHH,7069.0323,,,,
PO-CHH,7086.0588,,,,
PO-CHH,7096.0432,,,,
PO-CHH,7097.0272,,,,
PO-CHH,7110.1752,,,,
PO-CHH,7111.1592,,,,
PO-CHH,7114.0537,,,,
PO-CHH,7128.1857,,,,
PO-CHH,7184.0592,,,,
PO-CHH,7201.0858,,,,
PO-CHH,7211.0701,,,,
PO-CHH,7212.0541,,,,
PO-CHH,7229.0807,,,,
PO-CHH,7273.2385,,,,
PO-CHH,7274.2225,,,,
PO-CHH,7291.2491,,,,
PO-CHH,7315.0997,,,,
PO-CHH,7332.1262,,,,
PO-CHH,7342.1106,,,,
PO-CHH,7343.0946,,,,
PO-CHH,7360.1211,,,,
PO-CHH,7372.3069,,,,
PO-CHH,7373.2909,,,,
PO-CHH,7390.3175,,,,
PO-CHH,7428.1838,,,,
PO-CHH,7429.3284,,,,
PO-CHH,7430.3124,,,,
PO-CHH,7445.2103,,,,
PO-CHH,7447.3389,,,,
PO-CHH,7455.1946,,,,
PO-CHH,7456.1787,,,,
PO-CHH,7473.2052,,,,
PO-CHH,7541.2678,,,,
PO-CHH,7557.4233,,,,
PO-CHH,7558.2944,,,,
PO-CHH,7558.4074,,,,
PO-CHH,7568.2787,,,,
PO-CHH,7569.2627,,,,
PO-CHH,7575.4339,,,,
PO-CHH,7586.2893,,,,
PO-CHH,7640.3362,,,,
PO-CHH,7657.3628,,,,
PO-CHH,7660.4325,,,,
PO-CHH,7661.4165,,,,
PO-CHH,7667.3471,,,,
PO-CHH,7668.3311,,,,
PO-CHH,7678.4431,,,,
PO-CHH,7685.3577,,,,
PO-CHH,7747.4646,,,,
PO-CHH,7748.4486,,,,
PO-CHH,7765.4751,,,,
PO-CHH,7796.4373,,,,
PO-CHH,7813.4639,,,,
PO-CHH,7823.4482,,,,
PO-CHH,7824.4323,,,,
PO-CHH,7834.4966,,,,
PO-CHH,7835.4806,,,,
PO-CHH,7841.4588,,,,
PO-CHH,7852.5072,,,,
PO-CHH,7911.4643,,,,
PO-CHH,7928.4908,,,,
PO-CHH,7938.4752,,,,
PO-CHH,7939.4592,,,,
PO-CHH,7949.5235,,,,
PO-CHH,7950.5075,,,,
PO-CHH,7956.4857,,,,
PO-CHH,7967.5341,,,,
PO-CHH,7982.5014,,,,
PO-CHH,7999.5279,,,,
PO-CHH,8009.5123,,,,
PO-CHH,8010.4963,,,,
PO-CHH,8027.5229,,,,
PO-CHH,8095.5855,,,,
PO-CHH,8112.5869,,,,
PO-CHH,8112.612,,,,
PO-CHH,8113.5709,,,,
PO-CHH,8122.5964,,,,
PO-CHH,8123.5804,,,,
PO-CHH,8130.5974,,,,
PO-CHH,8140.6069,,,,
PO-CHH,8158.6175,,,,
PO-CHH,8225.6709,,,,
PO-CHH,8226.6549,,,,
PO-CHH,8243.6815,,,,
PO-CHH,8251.6866,,,,
PO-CHH,8268.7131,,,,
PO-CHH,8278.6975,,,,
PO-CHH,8279.6815,,,,
PO-CHH,8296.708,,,,
PO-CHH,8314.7186,,,,
PO-CHH,8353.7295,,,,
PO-CHH,8354.7135,,,,
PO-CHH,8371.7401,,,,
PO-CHH-pyro-Q,4711.0857,,,,
PO-CHH-pyro-Q,4738.0966,,,,
PO-CHH-pyro-Q,4739.0806,,,,
PO-CHH-pyro-Q,4825.1287,,,,
PO-CHH-pyro-Q,4852.1396,,,,
PO-CHH-pyro-Q,4853.1236,,,,
PO-CHH-pyro-Q,4928.1378,,,,
PO-CHH-pyro-Q,4955.1487,,,,
PO-CHH-pyro-Q,4956.1328,,,,
PO-CHH-pyro-Q,5075.2063,,,,
PO-CHH-pyro-Q,5102.2172,,,,
PO-CHH-pyro-Q,5103.2012,,,,
PO-CHH-pyro-Q,5190.2332,,,,
PO-CHH-pyro-Q,5217.2441,,,,
PO-CHH-pyro-Q,5218.2281,,,,
PO-CHH-pyro-Q,5304.2761,,,,
PO-CHH-pyro-Q,5331.287,,,,
PO-CHH-pyro-Q,5332.271,,,,
PO-CHH-pyro-Q,5435.3166,,,,
PO-CHH-pyro-Q,5462.3275,,,,
PO-CHH-pyro-Q,5463.3115,,,,
PO-CHH-pyro-Q,5566.3571,,,,
PO-CHH-pyro-Q,5593.368,,,,
PO-CHH-pyro-Q,5594.352,,,,
PO-CHH-pyro-Q,5713.4255,,,,
PO-CHH-pyro-Q,5740.4364,,,,
PO-CHH-pyro-Q,5741.4204,,,,
PO-CHH-pyro-Q,5842.4681,,,,
PO-CHH-pyro-Q,5869.479,,,,
PO-CHH-pyro-Q,5870.463,,,,
PO-CHH-pyro-Q,5943.5158,,,,
PO-CHH-pyro-Q,5970.5267,,,,
PO-CHH-pyro-Q,5971.5107,,,,
PO-CHH-pyro-Q,6046.525,,,,
PO-CHH-pyro-Q,6073.5359,,,,
PO-CHH-pyro-Q,6074.5199,,,,
PO-CHH-pyro-Q,6145.5934,,,,
PO-CHH-pyro-Q,6172.6043,,,,
PO-CHH-pyro-Q,6173.5883,,,,
PO-CHH-pyro-Q,6273.652,,,,
PO-CHH-pyro-Q,6300.6629,,,,
PO-CHH-pyro-Q,6301.6469,,,,
PO-CHH-pyro-Q,6402.6945,,,,
PO-CHH-pyro-Q,6429.7054,,,,
PO-CHH-pyro-Q,6430.6895,,,,
PO-CHH-pyro-Q,6515.7786,,,,
PO-CHH-pyro-Q,6542.7895,,,,
PO-CHH-pyro-Q,6543.7735,,,,
PO-CHH-pyro-Q,6662.847,,,,
PO-CHH-pyro-Q,6689.8579,,,,
PO-CHH-pyro-Q,6690.8419,,,,
PO-CHH-pyro-Q,6825.9104,,,,
PO-CHH-pyro-Q,6852.9213,,,,
PO-CHH-pyro-Q,6853.9053,,,,
PO-CHH-pyro-Q,6922.9631,,,,
PO-CHH-pyro-Q,6949.974,,,,
PO-CHH-pyro-Q,6950.958,,,,
PO-CHH-pyro-Q,7052.0057,,,,
PO-CHH-pyro-Q,7079.0166,,,,
PO-CHH-pyro-Q,7080.0006,,,,
PO-CHH-pyro-Q,7167.0327,,,,
PO-CHH-pyro-Q,7194.0436,,,,
PO-CHH-pyro-Q,7195.0276,,,,
PO-CHH-pyro-Q,7298.0731,,,,
PO-CHH-pyro-Q,7325.084,,,,
PO-CHH-pyro-Q,7326.0681,,,,
PO-CHH-pyro-Q,7411.1572,,,,
PO-CHH-pyro-Q,7438.1681,,,,
PO-CHH-pyro-Q,7439.1521,,,,
PO-CHH-pyro-Q,7524.2413,,,,
PO-CHH-pyro-Q,7551.2522,,,,
PO-CHH-pyro-Q,7552.2362,,,,
PO-CHH-pyro-Q,7623.3097,,,,
PO-CHH-pyro-Q,7650.3206,,,,
PO-CHH-pyro-Q,7651.3046,,,,
PO-CHH-pyro-Q,7779.4108,,,,
PO-CHH-pyro-Q,7806.4217,,,,
PO-CHH-pyro-Q,7807.4057,,,,
PO-CHH-pyro-Q,7894.4377,,,,
PO-CHH-pyro-Q,7921.4486,,,,
PO-CHH-pyro-Q,7922.4326,,,,
PO-CHH-pyro-Q,7965.4748,,,,
PO-CHH-pyro-Q,7992.4857,,,,
PO-CHH-pyro-Q,7993.4698,,,,
PO-CHH-pyro-Q,8078.5589,,,,
PO-CHH-pyro-Q,8105.5698,,,,
PO-CHH-pyro-Q,8106.5538,,,,
PO-CHH-pyro-Q,8141.5909,,,,
PO-CHH-pyro-Q,8234.66,,,,
PO-CHH-pyro-Q,8261.6709,,,,
PO-CHH-pyro-Q,8262.6549,,,,
PO-CHH-pyro-Q,8297.6921,,,,
PO-CHH-pyro-Q,8336.7029,,,,
PO-CHH-pyro-Q,8337.687,,,,
